Keyword,Title,Detail_URL,Description,Email,Facebook,Instagram,Twitter,Tiktok,ErrorMessage
Fintech companies in Ras Al Khaimah,Ras Al Khaimah Announces Creation of World's First Free ...,https://www.disruptionbanking.com/2023/02/28/ras-al-khaimah-announces-creation-of-worlds-first-free-zone-dedicated-to-digital-and-virtual-asset-companies/,"Feb 28, 2023 — RAK Digital Assets Oasis will be a purpose-built, true innovation-enabling free zone for non-regulated activities in the virtual assets sector.",hello@disruptionbanking.com,https://www.facebook.com/disruptionbanking/,,https://twitter.com/DisruptionBank,,
Fintech companies in Jeddah,Directory,https://fintechsaudi.com/directory/,Qualyn · Data Analytics · Mobile / App Development · Web Development · Digital Banking Solutions · Software Testing · Payment Infrastructure.,OfficeHours@fintechsaudi.com,,,https://twitter.com/FintechSaudi,,
Renewable Energy companies in Ajman,Energy Companies Ajman,https://www.yellowpages-uae.com/uae/ajman/energy,Energy Suppliers in Ajman · Alabbar Energy & Sustainability GroupMore Info · ALNATEC General Trading LLCMore Info · Art Land Renewable Energy ...,sales@yp-uae.com,https://www.facebook.com/YPUAE/?fref=ts,https://www.instagram.com/yellowpagesuae/,,,
Renewable Energy companies in Abu Dhabi,Masdar | Pioneering Energy Worldwide,https://masdar.ae/,"Masdar Clean Energy is a leading developer and operator of utility-scale renewable energy projects, community grid projects, and energy services ...",press@masdar.ae,https://www.facebook.com/masdar.ae/,http://instagram.com/masdar,https://twitter.com/masdar,,
Fintech companies in Dammam,Fintech Saudi – فنتك السعودية,https://fintechsaudi.com/,Transforming Saudi Arabia into an innovative fintech hub with a thriving and responsible fintech ecosystem.,OfficeHours@fintechsaudi.com,,,https://twitter.com/FintechSaudi,,
Fintech companies in Sharjah,Fintech | Ministry of Economy - UAE,https://www.moec.gov.ae/en/-/fintech-en,"Local Addressable Market. The UAE is leading the MENA's fintech market, reaching a record-high of USD 2.5 billion by 2022 · Recent Trends. World's largest ...",abc@example.com,https://www.facebook.com/economyae/,https://www.instagram.com/economy.ae/,https://twitter.com/Economyae,,
Fintech companies in Ajman,Ajman Bank Partners with Kamel Pay,https://kamelpay.com/innovative-payment-solutions/,"Kamel Pay, a Fintech Company to build and implement a highly innovative payments value proposition for businesses and individuals in the UAE.",customer.service@kamelpay.com,,,,,
Fintech companies in Umm Al Quwain,Fintech 2024 - UAE | Global Practice Guides,https://practiceguides.chambers.com/practice-guides/fintech-2024/uae,"Mar 21, 2024 — White & Case LLP is a leading global law firm with longstanding offices in the markets that matter today. With 44 offices in 30 countries, ...",claire.oxborrow@chambers.com,https://en-gb.facebook.com/Chambersandpartners/,,https://twitter.com/chambersguides?lang=en,,
Renewable Energy companies in Ajman,Renewable Energy System in Ajman,https://www.yellowpages-uae.com/uae/ajman/renewable-energy-system,"Renewable Energy System in Ajman - Top Suppliers and Brands UAE ; Lijan Insulation Contracting LLC · Warehouse No-2, Al Qusais Industrial Area 4.",sales@yp-uae.com,https://www.facebook.com/YPUAE/?fref=ts,https://www.instagram.com/yellowpagesuae/,,,
Fintech companies in Fujairah,National Bank of Fujairah digitises corporate ...,https://www.fintechfutures.com/2024/08/national-bank-of-fujairah-digitises-corporate-banking-operations-with-igtbs-emach-ai/,"Aug 9, 2024 — National Bank of Fujairah in the UAE has selected iGTB's eMACH.ai cloud-managed solution to revamp its digital capabilities.",info@fintechfutures.com,https://www.facebook.com/FinTechFutures/,,http://twitter.com/share/?url=https%3A%2F%2Fwww.fintechfutures.com%2Fcontact-us%2F&text=Contact+us,,
Renewable Energy companies in Dubai,"AMEA Power – Dubai-based developer, owner and operator ...",https://www.ameapower.com/,"Jan 6, 2025 — AMEA Power is one of the fastest growing renewable energy companies in the region, with a clean energy pipeline of over 6GW across 20 countries.",info@ameapower.com,https://www.facebook.com/AMEAPowerUAE,https://www.instagram.com/ameapower/,https://twitter.com/AmeaPower,,
Fintech companies in Riyadh,Directory,https://fintechsaudi.com/directory/,Qualyn · Data Analytics · Mobile / App Development · Web Development · Digital Banking Solutions · Software Testing · Payment Infrastructure.,OfficeHours@fintechsaudi.com,,,https://twitter.com/FintechSaudi,,
Fintech companies in Abu Dhabi,Top fintech companies in Dubai and Abu Dhabi,https://wired.me/business/top-fintech-companies-dubai/,"Mar 26, 2024 — What the fintech landscape in Dubai looks like · 1. BitOasis · 2. PostPay · 3. Yap · 4. Huspy · 5. Optasia · 6. Beehive · 7. Bayzat · 8. Bankiom.",advertising@nervora.com,https://facebook.com/WiredME,https://instagram.com/wiredme,https://twitter.com/WiredMiddleEast,,
Renewable Energy companies in Abu Dhabi,About Masdar,https://masdar.ae/en/our-company/about-masdar,"Masdar is one of the world's fastest growing renewable energy companies and a green hydrogen leader, placing the UAE at the forefront of the energy transition.",press@masdar.ae,https://www.facebook.com/masdar.ae/,http://instagram.com/masdar,https://twitter.com/masdar,,
Fintech companies in Dubai,Top 20 Fintech Companies in the UAE: Driving Innovation,https://www.finextcon.com/top-20-fintech-companies-in-the-uae-driving-innovation-and-shaping-the-future-of-finance/,"Sep 3, 2024 — Top 20 Fintech Companies in the UAE: Driving Innovation and Shaping the Future of Finance · 1. Tabby · 2. Sarwa · 3. Beehive · 4. Souqalmal · 5.",contact@finextcon.com,https://www.facebook.com/finextcon/,https://www.instagram.com/finextcon/,https://twitter.com/finextcon,,
Renewable Energy companies in Ras Al Khaimah,"PGT: Building Materials & Solar Energy Company, Ras Al ...",https://pgt.ae/,"Building Materials & Solar Energy Company With three showrooms on RAK Airport Road, Ras Al-Khaimah, UAE, Visit us to explore more.",info@pgt.ae,https://www.facebook.com/Premier-General-Trading-104399038760403/,https://www.instagram.com/pgt.uae/,,https://www.tiktok.com/@pgt_uae?_t=8UtuPGrN3XV&_r=1,
Fintech companies in Dubai,UAE Fintech Company List,https://www.mordorintelligence.com/industry-reports/uae-fintech-market/companies,In-depth Insights on the Top 10 UAE Fintech Companies and more... · Tabby · Yalla Compare · Sehteq · Beehive FinTech · Souqalmal · Sarwa · Mamo Pay · Channel VAS ...,info@mordorintelligence.com,https://www.facebook.com/MordorIntel,https://www.instagram.com/mordorintel/,https://twitter.com/mordorintel,,
Renewable Energy companies in Ajman,Emerge Energy: Home,https://emerge-energy.com/,"Emerge is a joint venture between Masdar and EDF to develop solar generation, energy storage and hybrid systems opportunities in the Middle East.",info@emerge-energy.com,,,,,
Fintech companies in Ras Al Khaimah,UAE Fintech Startups in 2021 - Dubai,https://fintechnews.ae/uae-fintech-startups-dubai-abu-dhabi/,"Now live in the UAE, YAP is a financial technology company with banking services provided by RAKBANK that revolutionizes how you manage your money through ...",partners@fintechnews.sg,https://www.facebook.com/FintechNewsME/,,,,
Fintech companies in Fujairah,Best Fintech Portal Development Company in Fujairah,https://www.mrmmbsvision.com/fujairah/fintech,"At Mrmmbs Vision, the Best Leading Fintech Portal Development Company in Fujairah, we are highly experienced in developing full-cycle enterprise-level web ...",info@mrmmbsvision.com,https://www.facebook.com/mrmmbsvision/,https://www.instagram.com/mrmmbs.vision/,https://twitter.com/MrmmbsV,,
Fintech companies in Umm Al Quwain,FinTech products and uses in United Arab Emirates,https://www.dlapiperintelligence.com/investmentrules/countries/index.html?p=fin-tech&t=fintech&c=AE,Umm Al Quwain;; Dubai; and; Ras Al Khaimah. The majority of regulation relevant to FinTech companies operating in onshore UAE will derive from federal laws.,luis.carvalho@dlapiper.com,,,,,
Fintech companies in Abu Dhabi,Top 10 UAE-based fintechs to watch in 2023,https://fintechmagazine.com/articles/top-10-uae-based-fintechs-to-watch-in-2023,"Mar 31, 2023 — Top 10 UAE-based fintechs to watch in 2023 · 1. Tabby · 2. Optasia · 3. Huspy · 4. Qlub · 5. Cashew Payments · 6. Yap · 7. Nymcard · 8. Pyypl.",editor@fintechmagazine.com,https://www.facebook.com/FinTechMag,https://www.instagram.com/fintechmagazine,https://twitter.com/FinTechMagazine,,
Renewable Energy companies in Ajman,A Pioneering Green Energy Solution for Ajman,https://www.renewableenergymagazine.com/biomass/a-pioneering-green-energy-solution-for-ajman-20220418,"Apr 18, 2022 — BESIX Middle East's flagship Sludge-to-Energy project in the Emirate of Ajman has successfully passed performance and reliability tests.",information@renewableenergymagazine.com,https://www.facebook.com/renewableenergymagazine,,https://twitter.com/RenewablesNews,,
Fintech companies in Manama,Fintech jobs in Bahrain (12),https://www.efinancialcareers.com/jobs/fintech/in-bahrain,Fintech jobs in Bahrain (12) · Senior Auditor – IT & Digital · IT Auditor · IT Auditor · Quality Assurance Manager · Senior Lead · Senior Auditor - Retail Banking.,EEO.Compliance@spglobal.com,https://www.facebook.com/efinancialcareers,https://www.instagram.com/efinancialcareers/,https://twitter.com/efc_global,,
Renewable Energy companies in Abu Dhabi,Masdar | Pioneering Energy Worldwide,"https://masdar.ae/#:~:text=The%20UAE's%20global%20renewables%20company,of%20the%20worldwide%20energy%20transition.",,press@masdar.ae,https://www.facebook.com/masdar.ae/,http://instagram.com/masdar,https://twitter.com/masdar,,
Renewable Energy companies in Dubai,Masdar | Pioneering Energy Worldwide,"https://masdar.ae/#:~:text=The%20UAE's%20global%20renewables%20company,of%20the%20worldwide%20energy%20transition.",,press@masdar.ae,https://www.facebook.com/masdar.ae/,http://instagram.com/masdar,https://twitter.com/masdar,,
Fintech companies in Dubai,10 Best FinTech Companies In The UAE,https://techround.co.uk/business/10-best-fintech-companies-uae/,"Oct 9, 2024 — 10 Best FinTech Companies In The UAE · 1. Polytrade · 2. NymCard · 3. Sarwa · 4. YouCloudPay · 5. Beehive · 6. NOW Money · 7. AvaTrade · 8. Ozone API.",info@techround.co.uk,https://www.facebook.com/TechRoundUK,https://www.instagram.com/techrounduk/,https://twitter.com/techrounduk,,
Renewable Energy companies in Sharjah,Masdar | Pioneering Energy Worldwide,"https://masdar.ae/#:~:text=The%20UAE's%20global%20renewables%20company,of%20the%20worldwide%20energy%20transition.",,press@masdar.ae,https://www.facebook.com/masdar.ae/,http://instagram.com/masdar,https://twitter.com/masdar,,
Renewable Energy companies in Abu Dhabi,Emerge Energy: Home,https://emerge-energy.com/,"Emerge is a joint venture between Masdar and EDF to develop solar generation, energy storage and hybrid systems opportunities in the Middle East.",info@emerge-energy.com,,,,,
Fintech companies in Fujairah,National Bank of Fujairah To Set Up SME Banking Platform,https://fintechnews.ae/5129/fintechdubai/national-bank-of-fujairah-to-set-up-sme-banking-platform/,"Dec 23, 2019 — National Bank of Fujairah (NBF) PJSC is building a dedicated banking platform for Small and Medium Enterprises (SME) in the UAE, providing ...",partners@fintechnews.sg,https://www.facebook.com/FintechNewsME/,,,,
Fintech companies in Sharjah,Fintech jobs in United Arab Emirates (98),https://www.efinancialcareers.com/jobs/fintech/in-united-arab-emirates,"What companies are hiring for Fintech in the United Arab Emirates? Companies such as Tabby, Mastercard, Inc. and ADIB - Abu Dhabi Islamic Bank are hiring ...",EEO.Compliance@spglobal.com,https://www.facebook.com/efinancialcareers,https://www.instagram.com/efinancialcareers/,https://twitter.com/efc_global,,
Fintech companies in Abu Dhabi,UAE Fintech Company List,https://www.mordorintelligence.com/industry-reports/uae-fintech-market/companies,In-depth Insights on the Top 10 UAE Fintech Companies and more... · Tabby · Yalla Compare · Sehteq · Beehive FinTech · Souqalmal · Sarwa · Mamo Pay · Channel VAS ...,info@mordorintelligence.com,https://www.facebook.com/MordorIntel,https://www.instagram.com/mordorintel/,https://twitter.com/mordorintel,,
Fintech companies in Fujairah,VTTI Fujairah Terminals Ltd,https://fintechmagazine.com/company/vtti-fujairah-terminals-ltd-10,"Founded in 2006, we currently offer 9.1 million m3of combined storage capacity across 5 continents, which will rise to over 10 million m3in the near future.",general@bizclikmedia.com,https://www.facebook.com/FinTechMag,https://www.instagram.com/fintechmagazine,https://twitter.com/FinTechMagazine,,
Fintech companies in Dubai,6 Fintechs Named Among Top 10 UAE Startups in 2024,https://fintechnews.ae/23077/abudhabi/6-fintechs-named-among-top-10-uae-startups-in-2024/,"Oct 29, 2024 — 6 Fintechs Named Among Top 10 UAE Startups in 2024 · Astra Tech · Qashio · Prypco · Huspy · Stake · Qlub · HashKey Group Secures In-Principle Approval ...",partners@fintechnews.sg,https://www.facebook.com/FintechNewsME/,,,,
Renewable Energy companies in Fujairah,About - Fujairah Green Energy LLC,"https://fujgreenenergy.com/about/#:~:text=Fujairah%20Green%20Energy%20LLC%20(FGE,Art%20Clean%20Green%20Sustainable%20Wind",,Fujairahgreenenergy@gmail.com,,,,,
Fintech companies in Ajman,Ajman Bank announces strategic partnership with Codebase ...,https://uaefintech.co/ajman-bank-announces-strategic-partnership-with-codebase-technologies/,"The bank announced a strategic partnership with Codebase Technologies to launch its new retail super app, marking the institution's transition into an era of ...",info@uaefintech.co,https://www.facebook.com/uaefintech,,https://twitter.com/uaefintech,,
Renewable Energy companies in Ras Al Khaimah,Solar Programs,https://reem.rak.ae/en/pages/solarprograms.aspx,The Solar Program promotes the use of solar energy for the generation of electricity and for other heating applications.,info.eer@mun.rak.ae,https://www.facebook.com/pg/munrakae/community/,https://www.instagram.com/munrakae/?hl=en,https://twitter.com/munrakae?lang=en,,
Fintech companies in Jeddah,Fintech Saudi – فنتك السعودية,https://fintechsaudi.com/,Transforming Saudi Arabia into an innovative fintech hub with a thriving and responsible fintech ecosystem.,OfficeHours@fintechsaudi.com,,,https://twitter.com/FintechSaudi,,
Fintech companies in Umm Al Quwain,The Rise of Fintech Startups in the UAE,https://www.go-globe.com/the-rise-of-fintech-startups-in-the-uae/,"Mar 12, 2024 — Let's explores the reasons behind the surge in fintech startups in the UAE & the impact they are having on the country's financial landscape ...",office@go-globe.com,https://www.facebook.com/goglobecom/,https://www.instagram.com/goglobecustom/,http://www.twitter.com/goglobecom,,
Renewable Energy companies in Abu Dhabi,Energy & Utilities,https://www.adq.ae/portfolio/energy-utilities,"Navigating the journey to clean, sustainable energy, ADQ manages a highly integrated portfolio of assets across the entire energy and utilities value chain.",investorrelations@adq.ae,,https://www.instagram.com/adq_official/,,,
Renewable Energy companies in Sharjah,UAE Renewable Energy Company List,https://www.mordorintelligence.com/industry-reports/united-arab-emirates-renewable-energy-market/companies,Top 5 UAE Renewable Energy Companies · Yellow Door Energy · Enerwhere · MASE · Akuo Energy SAS · Masdar. UAE Renewable Energy Market Major Players.,info@mordorintelligence.com,https://www.facebook.com/MordorIntel,https://www.instagram.com/mordorintel/,https://twitter.com/mordorintel,,
Fintech companies in Dammam,Azm Fintech,https://azmfintech.sa/Index-en.html,"A licensed FinTech , Financial technology company that provides advanced services in building, developing and integrating financial solutions with modern ...",Info@Azmfintech.sa,,,https://twitter.com/fuelandenergyc2?lang=en,,
Fintech companies in Muscat,FinTech Startups in Oman - 9,https://magnitt.com/en-om/startups/fintech,"This list of startups in Oman provides data on the trends in the FinTech industry. Insights about top startups, investments and exits.",support@magnitt.com,https://www.facebook.com/Magnitt,,https://twitter.com/magnitt,,
Renewable Energy companies in Fujairah,Fujairah Green Energy LLC,https://fujgreenenergy.com/,Fujairah Green Energy LLC is first Company in UAE to follow the Global Vision of Carbon neutrality. Wind energy would be converted into usable power to ...,Fujairahgreenenergy@gmail.com,,,,,
Fintech companies in Ajman,Best Fintech Portal Development Company in Ajman Emirate,https://www.mrmmbsvision.com/ajman-emirate/fintech,"If you are looking for a portal that is highly secure and responsive, you have come to the right place. At Mrmmbs Vision, the Best Leading Fintech Portal ...",info@mrmmbsvision.com,https://www.facebook.com/mrmmbsvision/,https://www.instagram.com/mrmmbs.vision/,https://twitter.com/MrmmbsV,,
Renewable Energy companies in Dubai,Masdar | Pioneering Energy Worldwide,https://masdar.ae/,The UAE's global renewables company​​ Masdar is a clean energy pioneer positioning the UAE at the forefront of the worldwide energy transition.,press@masdar.ae,https://www.facebook.com/masdar.ae/,http://instagram.com/masdar,https://twitter.com/masdar,,
Renewable Energy companies in Ajman,Solar Panel in Ajman,https://powernsun.com/UAE-Ajman/solar-panel.html?srsltid=AfmBOop5XS1Z9g0lphK9JazAiwkHNUzY6vSxAk-salp4KgH-jZBL17Gc,"Top Rated Solar Panel In Ajman. Welcome to our Solar Shop, your one-stop destination for all your solar energy needs.",info@powernsun.com,https://www.facebook.com/OrangeFze,https://www.instagram.com/powernsun/,https://twitter.com/POWERnSUN,,
Renewable Energy companies in Sharjah,Sharjah Waste-to-Energy Project,https://masdar.ae/en/renewables/our-projects/sharjah-waste-to-energy-project,"Masdar, in partnership with Bee'ah, the Middle East's leading and award-winning environmental management company, has developed a cutting-edge waste-to-energy ...",press@masdar.ae,https://www.facebook.com/masdar.ae/,http://instagram.com/masdar,https://twitter.com/masdar,,
Renewable Energy companies in Abu Dhabi,Shams Power Company: Solar Companies in UAE | Solar Plant,https://shamspower.ae/,Shams Power Company in Abu Dhabi is the pioneer in the region to produce large scale solar power in UAE in the most clean and efficient manner possible.,communication@shamspowerco.ae,https://www.facebook.com/pages/category/Energy-Company/Shams-power-359595494084642/,https://www.instagram.com/shamspowerco,,,
Fintech companies in Riyadh,Fintech Saudi – فنتك السعودية,https://fintechsaudi.com/,Transforming Saudi Arabia into an innovative fintech hub with a thriving and responsible fintech ecosystem.,OfficeHours@fintechsaudi.com,,,https://twitter.com/FintechSaudi,,
Fintech companies in Ras Al Khaimah,RAKEZ TIES UP WITH MAMO TO EXPAND CLIENTS ...,https://rakez.com/en/Media-Centre/News-Detail/ArticleID/323/rakez-ties-up-with-mamo-to-expand-clients-access-to-the-latest-digital-payment-solutions,"Oct 26, 2022 — Ras Al Khaimah Economic Zone (RAKEZ) partnered with Mamo, a UAE-based fintech company, to provide RAKEZ clients access to the latest ...",info@rakez.com,https://www.facebook.com/myrakez,https://www.instagram.com/myrakez/,https://twitter.com/myrakez,,
Fintech companies in Abu Dhabi,Global Companies Expand to ADGM: A Look at the Latest ...,https://fintechnews.ae/22499/abudhabi/global-companies-expand-to-adgm-a-look-at-the-latest-fintech-players-establishing-presence-in-abu-dhabi/,"Sep 2, 2024 — In 2024, several prominent fintech companies announced plans to establish their presence within ADGM, further solidifying the center's reputation as a leading ...",partners@fintechnews.sg,https://www.facebook.com/FintechNewsME/,,,,
Fintech companies in Dammam,21 Top Saudi Arabian FinTech Companies and Startups,https://site.paytabs.com/news/21-top-saudi-arabian-fintech-companies-and-startups/,"Sep 8, 2021 — Tweeq is a Saudi FinTech that offers individuals a better alternative to the traditional money spending experience. National Commercial Bank",customercare@paytabs.com,https://www.facebook.com/paytabs,https://www.instagram.com/paytabs/,https://twitter.com/paytabs,,
Fintech companies in Sharjah,UAE Fintech Market 2024 Insights & Future Forecast,https://www.kenresearch.com/industry-reports/uae-fintech-market,"The UAE fintech market is expected to experience robust growth over the next five years, driven by increasing consumer demand for digital financial services.",support@kenresearch.com,,,,,
Fintech companies in Dubai,UAE Fintech Startups in 2021 - Dubai,https://fintechnews.ae/uae-fintech-startups-dubai-abu-dhabi/,"144 Fintech Startups in United Arab Emirates by Categories. Fintech Startups based in Dubai and Abu Dhabi, UAE. Check out the UAE Fintech Startup Map.",partners@fintechnews.sg,https://www.facebook.com/FintechNewsME/,,,,
Fintech companies in Dubai,Fintech in Dubai: Financial Sector's New Era,https://www.austincontrarian.com/fintech-in-dubai-revolutionizing-the-financial-sector/,"Jul 1, 2024 — From digital wallets to blockchain platforms, these companies' success highlights the city's role as a global fintech hub and demonstrates the ...",info@austincontrarian.com,https://www.facebook.com/AustinContrarian/,https://www.instagram.com/austincontrarian2024/,,,
Fintech companies in Ras Al Khaimah,How to start a fintech company in the UAE,https://techbullion.com/how-to-start-a-fintech-company-in-the-uae/,"Jan 13, 2025 — The UAE is quickly becoming a hotspot for fintech startups. With over 2600 fintech companies and a market value set to hit $5.7 billion by ...",vc@uppercase.group,https://www.facebook.com/TechBullion,,https://twitter.com/TechBullion,,
Fintech companies in Dammam,Saudi Arabia's Top 10 Startups That Tech Professionals ...,https://www.nucamp.co/blog/coding-bootcamp-saudi-arabia-sau-saudi-arabias-top-10-startups-that-tech-professionals-should-watch-out-for-in-2024,"Dec 24, 2024 — Saudi Arabia's tech sector, driven by Vision 2030, is booming with startups like Lucidya, Sary, and Telfaz11 leading the innovation.",email@domain.com,https://www.facebook.com/nucamp.co,https://www.instagram.com/nucampcodingbootcamp/,https://twitter.com/chevas,https://www.tiktok.com/@nucamp.co,
Fintech companies in Kuwait,FinTech Startups in Kuwait,https://magnitt.com/en-kw/startups/fintech,"This list of startups in Kuwait provides data on the trends in the FinTech industry. Insights about top startups, investments and exits.",support@magnitt.com,https://www.facebook.com/Magnitt,,https://twitter.com/magnitt,,
Fintech companies in Sharjah,MENA Fintech Association,https://mena-fintech.org/,"Home To Everything Fintech In MENA. The MENA Fintech is an inclusive, non profit association that fosters an open dialogue for the region's fintech comunity.",marketing@mena-fintech.org,,https://www.instagram.com/themenafintech/,,,
Fintech companies in Ras Al Khaimah,11 Best Financial services Startups in United Arab ...,https://www.seedtable.com/financial-services-startups-united-arab-emirates,69 Best Financial Services Startups in United Arab Emirates to Watch in 2024 · Grizzly.fi · Alaan · NASDAQ Dubai · Dubai Islamic Bank · Foloosi · Mashreq (Bank).,hello@seedtable.com,https://www.facebook.com/people/Seedtable/61566602350932/?locale=en_GB,https://instagram.com/_seedtable_,,,
Renewable Energy companies in Abu Dhabi,"AMEA Power – Dubai-based developer, owner and operator ...",https://www.ameapower.com/,"Jan 6, 2025 — AMEA Power is one of the fastest growing renewable energy companies in the region, with a clean energy pipeline of over 6GW across 20 countries.",info@ameapower.com,https://www.facebook.com/AMEAPowerUAE,https://www.instagram.com/ameapower/,https://twitter.com/AmeaPower,,
Fintech companies in Ajman,UAE's Ajman Bank selects Codebase Technologies to ...,https://www.fintechfutures.com/2023/10/uaes-ajman-bank-selects-codebase-technologies-to-power-retail-super-app/,"Oct 31, 2023 — UAE's Ajman Bank has partnered up with Codebase Technologies to launch a new retail “super-app” powered by the vendor's Digibanc platform.",info@fintechfutures.com,https://www.facebook.com/FinTechFutures/,,http://twitter.com/share/?url=https%3A%2F%2Fwww.fintechfutures.com%2Fcontact-us%2F&text=Contact+us,,
